id_registro,codigo_equipo,fecha,tipo_mantenimiento,categoria_falla,urgencia,descripcion,costo_soles,tecnico,prioridad,horas_intervencion,estado_post
R00619,EQ-011,2022-04-28,Preventivo,—,Programado,Mantenimiento preventivo programado,146.83,M. Torres,Baja,1.4,Operativo
R00658,EQ-011,2022-04-28,Correctivo,Calibración,Baja,Desviación de medición,230.61,L. Quispe,Baja,5.2,Operativo
R00651,EQ-011,2022-06-03,Correctivo,Sensores,Media,Sensor de flujo defectuoso,1008.58,M. Torres,Media,4.8,Operativo
R00642,EQ-011,2022-07-20,Correctivo,Software,Media,Error de comunicación,320.41,J. Ramírez,Media,2.8,Operativo
R00620,EQ-011,2022-08-01,Preventivo,—,Programado,Mantenimiento preventivo programado,67.15,M. Torres,Baja,1.4,Operativo
R00644,EQ-011,2022-09-14,Correctivo,Sensores,Baja,Error de lectura de presión,966.2,A. Flores,Baja,2.1,Operativo
R00654,EQ-011,2022-09-23,Correctivo,Eléctrica,Media,Falla en cargador,494.91,M. Torres,Media,2.4,Operativo
R00621,EQ-011,2022-10-20,Preventivo,—,Programado,Mantenimiento preventivo programado,80.07,L. Quispe,Baja,0.7,Operativo
R00655,EQ-011,2022-11-02,Correctivo,Sensores,Media,Error de lectura de presión,317.17,J. Ramírez,Media,2.4,Operativo
R00672,EQ-011,2022-11-06,Correctivo,Desgaste,Alta,Componente al final de vida útil,786.99,A. Flores,Alta,5.7,Operativo
R00671,EQ-011,2022-11-10,Correctivo,Calibración,Baja,Desviación de medición,259.68,A. Flores,Baja,4.2,Operativo
R00668,EQ-011,2022-12-21,Correctivo,Eléctrica,Alta,Falla en cargador,249.04,M. Torres,Alta,5.7,En observación
R00622,EQ-011,2023-01-21,Preventivo,—,Programado,Mantenimiento preventivo programado,134.06,L. Quispe,Baja,1.3,Operativo
R00663,EQ-011,2023-02-16,Correctivo,Software,Alta,Pantalla congelada,153.0,L. Quispe,Alta,7.6,En observación
R00662,EQ-011,2023-02-23,Correctivo,Calibración,Baja,Desviación de medición,109.4,J. Ramírez,Baja,6.1,Operativo
R00623,EQ-011,2023-04-20,Preventivo,—,Programado,Mantenimiento preventivo programado,113.1,L. Quispe,Baja,0.8,Operativo
R00653,EQ-011,2023-05-11,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,924.55,L. Quispe,Alta,5.4,En observación
R00624,EQ-011,2023-07-22,Preventivo,—,Programado,Mantenimiento preventivo programado,94.42,A. Flores,Baja,1.8,Operativo
R00656,EQ-011,2023-08-17,Correctivo,Calibración,Alta,Ajuste de cero requerido,229.24,J. Ramírez,Alta,7.1,Operativo
R00625,EQ-011,2023-10-12,Preventivo,—,Programado,Mantenimiento preventivo programado,108.55,L. Quispe,Baja,1.0,Operativo
R00657,EQ-011,2023-12-15,Correctivo,Eléctrica,Media,Fusible quemado,118.42,L. Quispe,Media,5.4,Operativo
R00659,EQ-011,2024-01-02,Correctivo,Eléctrica,Alta,Batería agotada,592.46,J. Ramírez,Alta,1.1,Operativo
R00626,EQ-011,2024-01-07,Preventivo,—,Programado,Mantenimiento preventivo programado,144.13,L. Quispe,Baja,1.3,Operativo
R00664,EQ-011,2024-02-04,Correctivo,Desgaste,Media,Filtro saturado,667.66,J. Ramírez,Media,3.0,Operativo
R00666,EQ-011,2024-03-19,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,214.85,J. Ramírez,Alta,3.7,Operativo
R00627,EQ-011,2024-03-27,Preventivo,—,Programado,Mantenimiento preventivo programado,106.06,M. Torres,Baja,0.6,Operativo
R00628,EQ-011,2024-06-27,Preventivo,—,Programado,Mantenimiento preventivo programado,96.74,A. Flores,Baja,0.8,Operativo
R00661,EQ-011,2024-07-27,Correctivo,Sensores,Media,Error de lectura de presión,304.39,J. Ramírez,Media,4.5,Operativo
R00670,EQ-011,2024-09-17,Correctivo,Sensores,Media,Error de lectura de presión,578.57,A. Flores,Media,3.7,Operativo
R00629,EQ-011,2024-09-19,Preventivo,—,Programado,Mantenimiento preventivo programado,159.24,L. Quispe,Baja,1.6,Operativo
R00665,EQ-011,2024-10-07,Correctivo,Sensores,Baja,Error de lectura de presión,1171.11,L. Quispe,Baja,3.5,Operativo
R00641,EQ-011,2024-10-10,Correctivo,Software,Media,Error de firmware,198.39,J. Ramírez,Media,5.7,Operativo
R00669,EQ-011,2024-10-31,Correctivo,Desgaste,Alta,Componente al final de vida útil,631.29,A. Flores,Alta,4.0,En observación
R00643,EQ-011,2024-11-26,Correctivo,Software,Media,Error de firmware,175.3,M. Torres,Media,1.2,Operativo
R00630,EQ-011,2024-12-08,Preventivo,—,Programado,Mantenimiento preventivo programado,155.53,M. Torres,Baja,1.1,Operativo
R00640,EQ-011,2024-12-14,Correctivo,Sensores,Media,Sensor de flujo defectuoso,622.84,M. Torres,Media,5.4,Operativo
R00649,EQ-011,2025-01-20,Correctivo,Eléctrica,Media,Falla en cargador,254.74,L. Quispe,Media,4.2,Operativo
R00648,EQ-011,2025-02-06,Correctivo,Sensores,Media,Error de lectura de presión,169.75,A. Flores,Media,7.2,Operativo
R00647,EQ-011,2025-02-16,Correctivo,Calibración,Media,Desviación de medición,256.2,M. Torres,Media,7.0,Operativo
R00631,EQ-011,2025-02-28,Preventivo,—,Programado,Mantenimiento preventivo programado,66.38,M. Torres,Baja,1.9,Operativo
R00646,EQ-011,2025-03-03,Correctivo,Sensores,Media,Termistor fuera de rango,777.32,J. Ramírez,Media,5.5,Operativo
R00645,EQ-011,2025-04-19,Correctivo,Calibración,Media,Desviación de medición,,L. Quispe,Media,1.0,Operativo
R00632,EQ-011,2025-06-05,Preventivo,—,Programado,Mantenimiento preventivo programado,84.02,A. Flores,Baja,1.1,Operativo
R00652,EQ-011,2025-06-23,Correctivo,Sensores,Alta,Sensor SpO2 descalibrado,183.11,A. Flores,Alta,1.9,En observación
R00633,EQ-011,2025-08-31,Preventivo,—,Programado,Mantenimiento preventivo programado,75.11,A. Flores,Baja,1.4,Operativo
R00660,EQ-011,2025-08-31,Correctivo,Sensores,Media,Sensor SpO2 descalibrado,376.53,A. Flores,Media,4.7,Operativo
R00650,EQ-011,2025-09-17,Correctivo,Eléctrica,Alta,Batería agotada,211.56,M. Torres,Alta,6.4,En observación
R00667,EQ-011,2025-10-27,Correctivo,Sensores,Media,Termistor fuera de rango,306.2,L. Quispe,Media,7.7,En observación
R00639,EQ-011,2025-11-14,Correctivo,Sensores,Media,Error de lectura de presión,980.61,L. Quispe,Media,6.8,En observación
R00634,EQ-011,2025-11-22,Preventivo,—,Programado,Mantenimiento preventivo programado,123.67,M. Torres,Baja,0.7,Operativo
R00635,EQ-011,2026-02-22,Preventivo,—,Programado,Mantenimiento preventivo programado,156.67,A. Flores,Baja,1.6,Operativo
R00637,EQ-011,2026-03-01,Correctivo,Sensores,Baja,Sensor de flujo defectuoso,905.01,A. Flores,Baja,1.2,Operativo
R00636,EQ-011,2026-05-16,Preventivo,—,Programado,Mantenimiento preventivo programado,110.37,J. Ramírez,Baja,1.9,Operativo
R00673,EQ-012,2022-01-08,Preventivo,—,Programado,Mantenimiento preventivo programado,95.05,M. Torres,Baja,0.7,Operativo
R00697,EQ-012,2022-01-08,Correctivo,Mecánica,Media,Desgaste de válvula,742.53,A. Flores,Media,6.3,En observación
R00674,EQ-012,2022-04-04,Preventivo,—,Programado,Mantenimiento preventivo programado,140.26,L. Quispe,Baja,1.1,Operativo
R00693,EQ-012,2022-04-12,Correctivo,Mecánica,Media,Holgura en soporte,363.35,J. Ramírez,Media,5.2,Operativo
R00675,EQ-012,2022-07-10,Preventivo,—,Programado,Mantenimiento preventivo programado,161.28,M. Torres,Baja,0.8,Operativo
R00676,EQ-012,2022-10-07,Preventivo,—,Programado,Mantenimiento preventivo programado,102.28,M. Torres,Baja,1.1,Operativo
R00695,EQ-012,2022-10-12,Correctivo,Mecánica,Baja,Desgaste de válvula,,J. Ramírez,Baja,6.2,Operativo
R00701,EQ-012,2022-11-19,Correctivo,Eléctrica,Media,Fusible quemado,252.4,A. Flores,Media,7.9,Operativo
R00677,EQ-012,2022-12-30,Preventivo,—,Programado,Mantenimiento preventivo programado,90.79,J. Ramírez,Baja,1.5,Operativo
R00714,EQ-012,2022-12-30,Correctivo,Mecánica,Media,Obstrucción de circuito,396.44,A. Flores,Media,5.9,Operativo
R00678,EQ-012,2023-03-24,Preventivo,—,Programado,Mantenimiento preventivo programado,92.98,M. Torres,Baja,1.6,Operativo
R00716,EQ-012,2023-04-01,Correctivo,Mecánica,Baja,Obstrucción de circuito,515.62,J. Ramírez,Baja,2.4,Operativo
R00711,EQ-012,2023-05-06,Correctivo,Mecánica,Media,Holgura en soporte,188.93,A. Flores,Media,4.5,Operativo
R00724,EQ-012,2023-05-07,Correctivo,Calibración,Media,Calibración vencida,225.56,A. Flores,Media,6.1,Operativo
R00679,EQ-012,2023-06-30,Preventivo,—,Programado,Mantenimiento preventivo programado,167.29,J. Ramírez,Baja,1.4,Operativo
R00696,EQ-012,2023-07-14,Correctivo,Sensores,Media,Sensor de flujo defectuoso,1121.93,M. Torres,Media,2.6,Operativo
R00710,EQ-012,2023-09-14,Correctivo,Mecánica,Alta,Obstrucción de circuito,,M. Torres,Alta,4.6,Operativo
R00680,EQ-012,2023-10-07,Preventivo,—,Programado,Mantenimiento preventivo programado,90.97,J. Ramírez,Baja,1.2,Operativo
R00715,EQ-012,2023-10-23,Correctivo,Mecánica,Media,Desgaste de válvula,205.94,M. Torres,Media,1.8,Operativo
R00691,EQ-012,2023-11-10,Correctivo,Mecánica,Media,Rotura de manguera,574.79,M. Torres,Media,6.0,En observación
R00709,EQ-012,2024-01-01,Correctivo,Sensores,Media,Sensor SpO2 descalibrado,241.52,L. Quispe,Media,4.9,Operativo
R00681,EQ-012,2024-01-10,Preventivo,—,Programado,Mantenimiento preventivo programado,,A. Flores,Baja,1.3,Operativo
R00699,EQ-012,2024-01-22,Correctivo,Mecánica,Baja,Rotura de manguera,213.44,J. Ramírez,Baja,6.3,En observación
R00719,EQ-012,2024-02-10,Correctivo,Desgaste,Baja,Filtro saturado,573.45,L. Quispe,Baja,6.6,En observación
R00682,EQ-012,2024-04-06,Preventivo,—,Programado,Mantenimiento preventivo programado,109.43,J. Ramírez,Baja,1.5,Operativo
R00698,EQ-012,2024-06-22,Correctivo,Sensores,Baja,Error de lectura de presión,826.27,J. Ramírez,Baja,4.5,En observación
R00683,EQ-012,2024-06-25,Preventivo,—,Programado,Mantenimiento preventivo programado,74.39,L. Quispe,Baja,1.0,Operativo
R00703,EQ-012,2024-08-17,Correctivo,Software,Media,Error de firmware,338.5,A. Flores,Media,4.2,Operativo
R00684,EQ-012,2024-09-25,Preventivo,—,Programado,Mantenimiento preventivo programado,79.16,J. Ramírez,Baja,0.9,Operativo
R00694,EQ-012,2024-11-01,Correctivo,Mecánica,Media,Falla en bomba peristáltica,587.99,J. Ramírez,Media,5.8,Operativo
R00720,EQ-012,2024-11-13,Correctivo,Mecánica,Alta,Falla en bomba peristáltica,521.39,M. Torres,Alta,5.1,Operativo
R00718,EQ-012,2024-11-23,Correctivo,Eléctrica,Baja,Batería agotada,472.27,A. Flores,Baja,2.9,Operativo
R00717,EQ-012,2024-12-14,Correctivo,Sensores,Media,Sensor SpO2 descalibrado,161.11,L. Quispe,Media,3.3,Operativo
R00685,EQ-012,2024-12-16,Preventivo,—,Programado,Mantenimiento preventivo programado,107.94,L. Quispe,Baja,1.9,Operativo
R00704,EQ-012,2025-02-19,Correctivo,Eléctrica,Media,Cortocircuito en placa,405.82,M. Torres,Media,4.0,Operativo
R00686,EQ-012,2025-03-20,Preventivo,—,Programado,Mantenimiento preventivo programado,173.42,M. Torres,Baja,1.9,Operativo
R00712,EQ-012,2025-03-28,Correctivo,Mecánica,Media,Desgaste de válvula,222.96,J. Ramírez,Media,5.2,En observación
R00705,EQ-012,2025-06-15,Correctivo,Mecánica,Baja,Rotura de manguera,822.55,J. Ramírez,Baja,4.8,En observación
R00687,EQ-012,2025-06-26,Preventivo,—,Programado,Mantenimiento preventivo programado,112.95,M. Torres,Baja,0.9,Operativo
R00721,EQ-012,2025-07-10,Correctivo,Desgaste,Media,Componente al final de vida útil,350.77,A. Flores,Media,5.8,En observación
R00692,EQ-012,2025-07-29,Correctivo,Eléctrica,Media,Falla en fuente de poder,178.23,J. Ramírez,Media,4.6,Operativo
R00708,EQ-012,2025-08-08,Correctivo,Desgaste,Media,Filtro saturado,708.42,M. Torres,Media,3.1,En observación
R00723,EQ-012,2025-08-17,Correctivo,Mecánica,Alta,Falla en bomba peristáltica,232.28,J. Ramírez,Alta,7.2,Operativo
R00702,EQ-012,2025-08-30,Correctivo,Mecánica,Baja,Holgura en soporte,573.99,M. Torres,Baja,7.2,Operativo
R00688,EQ-012,2025-09-30,Preventivo,—,Programado,Mantenimiento preventivo programado,129.93,L. Quispe,Baja,1.1,Operativo
R00707,EQ-012,2025-11-12,Correctivo,Mecánica,Media,Rotura de manguera,774.57,M. Torres,Media,6.7,En observación
R00713,EQ-012,2025-11-20,Correctivo,Mecánica,Media,Falla en bomba peristáltica,645.8,M. Torres,Media,1.4,Operativo
R00689,EQ-012,2025-12-25,Preventivo,—,Programado,Mantenimiento preventivo programado,115.65,L. Quispe,Baja,0.6,Operativo
R00700,EQ-012,2026-01-14,Correctivo,Mecánica,Media,Holgura en soporte,673.33,M. Torres,Media,1.1,En observación
R00722,EQ-012,2026-03-06,Correctivo,Mecánica,Media,Desgaste de válvula,546.32,L. Quispe,Media,5.9,Operativo
R00690,EQ-012,2026-03-30,Preventivo,—,Programado,Mantenimiento preventivo programado,112.67,A. Flores,Baja,1.3,Operativo
R00706,EQ-012,2026-05-23,Correctivo,Mecánica,Media,Obstrucción de circuito,347.85,A. Flores,Media,3.8,Operativo
R00725,EQ-013,2022-01-12,Preventivo,—,Programado,Mantenimiento preventivo programado,89.5,A. Flores,Baja,0.9,Operativo
R00763,EQ-013,2022-03-06,Correctivo,Software,Media,Pantalla congelada,266.26,L. Quispe,Media,2.9,En observación
R00726,EQ-013,2022-04-04,Preventivo,—,Programado,Mantenimiento preventivo programado,80.64,L. Quispe,Baja,0.9,Operativo
R00747,EQ-013,2022-05-25,Correctivo,Calibración,Baja,Calibración vencida,85.12,J. Ramírez,Baja,4.9,Operativo
R00762,EQ-013,2022-06-13,Correctivo,Mecánica,Baja,Falla en bomba peristáltica,865.53,L. Quispe,Baja,4.9,En observación
R00727,EQ-013,2022-07-09,Preventivo,—,Programado,Mantenimiento preventivo programado,118.06,L. Quispe,Baja,1.5,Operativo
R00760,EQ-013,2022-08-01,Correctivo,Software,Alta,Falla en calibración digital,76.29,L. Quispe,Alta,2.2,Operativo
R00758,EQ-013,2022-09-22,Correctivo,Eléctrica,Baja,Cortocircuito en placa,451.31,J. Ramírez,Baja,5.3,En observación
R00728,EQ-013,2022-09-27,Preventivo,—,Programado,Mantenimiento preventivo programado,92.27,L. Quispe,Baja,2.0,Operativo
R00748,EQ-013,2022-10-30,Correctivo,Mecánica,Media,Rotura de manguera,778.55,L. Quispe,Media,3.9,En observación
R00729,EQ-013,2022-12-23,Preventivo,—,Programado,Mantenimiento preventivo programado,167.91,L. Quispe,Baja,0.6,Operativo
R00772,EQ-013,2023-03-02,Correctivo,Eléctrica,Media,Falla en cargador,249.82,L. Quispe,Media,7.8,Operativo
R00730,EQ-013,2023-03-18,Preventivo,—,Programado,Mantenimiento preventivo programado,75.26,M. Torres,Baja,1.5,Operativo
R00731,EQ-013,2023-06-09,Preventivo,—,Programado,Mantenimiento preventivo programado,94.64,L. Quispe,Baja,1.9,Operativo
R00757,EQ-013,2023-08-22,Correctivo,Desgaste,Alta,Filtro saturado,690.54,J. Ramírez,Alta,2.3,Operativo
R00765,EQ-013,2023-09-02,Correctivo,Calibración,Alta,Ajuste de cero requerido,152.31,M. Torres,Alta,2.0,Operativo
R00732,EQ-013,2023-09-05,Preventivo,—,Programado,Mantenimiento preventivo programado,131.9,A. Flores,Baja,0.7,Operativo
R00733,EQ-013,2023-12-08,Preventivo,—,Programado,Mantenimiento preventivo programado,136.94,A. Flores,Baja,0.7,Operativo
R00754,EQ-013,2023-12-15,Correctivo,Eléctrica,Alta,Falla en fuente de poder,176.32,A. Flores,Alta,6.6,En observación
R00734,EQ-013,2024-02-28,Preventivo,—,Programado,Mantenimiento preventivo programado,167.76,M. Torres,Baja,1.3,Operativo
R00768,EQ-013,2024-04-26,Correctivo,Mecánica,Alta,Desgaste de válvula,,L. Quispe,Alta,2.6,Operativo
R00735,EQ-013,2024-05-22,Preventivo,—,Programado,Mantenimiento preventivo programado,150.13,J. Ramírez,Baja,0.7,Operativo
R00775,EQ-013,2024-06-25,Correctivo,Eléctrica,Media,Fusible quemado,171.1,J. Ramírez,Media,3.3,En observación
R00736,EQ-013,2024-08-27,Preventivo,—,Programado,Mantenimiento preventivo programado,124.28,L. Quispe,Baja,0.7,Operativo
R00759,EQ-013,2024-09-16,Correctivo,Desgaste,Baja,Componente al final de vida útil,332.67,M. Torres,Baja,4.2,Operativo
R00737,EQ-013,2024-11-20,Preventivo,—,Programado,Mantenimiento preventivo programado,78.73,A. Flores,Baja,2.0,Operativo
R00767,EQ-013,2024-12-23,Correctivo,Calibración,Media,Ajuste de cero requerido,166.76,A. Flores,Media,2.5,Operativo
R00744,EQ-013,2025-01-24,Correctivo,Mecánica,Baja,Obstrucción de circuito,651.24,J. Ramírez,Baja,5.4,Operativo
R00738,EQ-013,2025-02-17,Preventivo,—,Programado,Mantenimiento preventivo programado,166.1,A. Flores,Baja,1.2,Operativo
R00770,EQ-013,2025-02-17,Correctivo,Eléctrica,Baja,Falla en cargador,264.14,L. Quispe,Baja,3.0,Operativo
R00751,EQ-013,2025-02-24,Correctivo,Desgaste,Baja,Acumulación de horas de uso,693.51,A. Flores,Baja,7.8,En observación
R00773,EQ-013,2025-03-24,Correctivo,Eléctrica,Alta,Cortocircuito en placa,289.51,M. Torres,Alta,3.6,Operativo
R00761,EQ-013,2025-04-14,Correctivo,Eléctrica,Media,Falla en fuente de poder,443.96,M. Torres,Media,6.1,Operativo
R00766,EQ-013,2025-05-08,Correctivo,Desgaste,Alta,Acumulación de horas de uso,310.87,M. Torres,Alta,6.1,Operativo
R00739,EQ-013,2025-05-25,Preventivo,—,Programado,Mantenimiento preventivo programado,93.75,A. Flores,Baja,1.1,Operativo
R00746,EQ-013,2025-08-03,Correctivo,Eléctrica,Baja,Fusible quemado,404.98,M. Torres,Baja,6.8,Operativo
R00740,EQ-013,2025-08-22,Preventivo,—,Programado,Mantenimiento preventivo programado,111.01,J. Ramírez,Baja,2.0,Operativo
R00745,EQ-013,2025-09-02,Correctivo,Eléctrica,Media,Falla en cargador,502.28,A. Flores,Media,6.1,Operativo
R00756,EQ-013,2025-10-07,Correctivo,Mecánica,Alta,Falla en bomba peristáltica,884.91,M. Torres,Alta,1.3,Operativo
R00752,EQ-013,2025-10-12,Correctivo,Eléctrica,Baja,Falla en fuente de poder,345.9,A. Flores,Baja,5.5,Operativo
R00769,EQ-013,2025-10-16,Correctivo,Mecánica,Media,Desgaste de válvula,325.34,A. Flores,Media,2.1,Operativo
R00750,EQ-013,2025-11-26,Correctivo,Mecánica,Media,Falla en bomba peristáltica,530.56,L. Quispe,Media,6.9,Operativo
R00741,EQ-013,2025-11-29,Preventivo,—,Programado,Mantenimiento preventivo programado,68.19,M. Torres,Baja,0.8,Operativo
R00749,EQ-013,2025-12-10,Correctivo,Desgaste,Alta,Acumulación de horas de uso,336.9,L. Quispe,Alta,1.3,En observación
R00771,EQ-013,2026-01-31,Correctivo,Eléctrica,Baja,Cortocircuito en placa,448.25,M. Torres,Baja,6.1,Operativo
R00743,EQ-013,2026-02-09,Correctivo,Mecánica,Baja,Rotura de manguera,717.99,J. Ramírez,Baja,5.2,Operativo
R00753,EQ-013,2026-02-19,Correctivo,Mecánica,Alta,Desgaste de válvula,633.4,L. Quispe,Alta,4.7,Operativo
R00755,EQ-013,2026-02-22,Correctivo,Eléctrica,Baja,Falla en cargador,582.09,A. Flores,Baja,2.6,Operativo
R00742,EQ-013,2026-03-08,Preventivo,—,Programado,Mantenimiento preventivo programado,62.04,J. Ramírez,Baja,1.5,Operativo
R00774,EQ-013,2026-03-20,Correctivo,Mecánica,Media,Holgura en soporte,729.98,L. Quispe,Media,7.9,En observación
R00764,EQ-013,2026-04-14,Correctivo,Eléctrica,Baja,Cortocircuito en placa,377.57,L. Quispe,Baja,7.2,Operativo
R00776,EQ-014,2022-01-01,Preventivo,—,Programado,Mantenimiento preventivo programado,61.79,J. Ramírez,Baja,1.6,Operativo
R00803,EQ-014,2022-01-18,Correctivo,Eléctrica,Alta,Cortocircuito en placa,86.21,M. Torres,Alta,2.5,Operativo
R00821,EQ-014,2022-01-31,Correctivo,Mecánica,Media,Rotura de manguera,182.84,L. Quispe,Media,7.8,En observación
R00805,EQ-014,2022-03-06,Correctivo,Sensores,Media,Error de lectura de presión,246.17,M. Torres,Media,1.1,Operativo
R00777,EQ-014,2022-03-22,Preventivo,—,Programado,Mantenimiento preventivo programado,73.59,J. Ramírez,Baja,1.0,Operativo
R00778,EQ-014,2022-06-11,Preventivo,—,Programado,Mantenimiento preventivo programado,142.19,L. Quispe,Baja,1.8,Operativo
R00796,EQ-014,2022-09-09,Correctivo,Desgaste,Media,Componente al final de vida útil,197.24,M. Torres,Media,6.2,Operativo
R00779,EQ-014,2022-09-15,Preventivo,—,Programado,Mantenimiento preventivo programado,106.86,A. Flores,Baja,2.0,Operativo
R00819,EQ-014,2022-09-29,Correctivo,Desgaste,Alta,Filtro saturado,361.59,J. Ramírez,Alta,7.7,Operativo
R00818,EQ-014,2022-10-16,Correctivo,Desgaste,Baja,Acumulación de horas de uso,705.65,A. Flores,Baja,5.8,En observación
R00780,EQ-014,2022-12-14,Preventivo,—,Programado,Mantenimiento preventivo programado,84.91,L. Quispe,Baja,0.9,Operativo
R00807,EQ-014,2022-12-14,Correctivo,Mecánica,Media,Rotura de manguera,815.07,A. Flores,Media,7.0,Operativo
R00809,EQ-014,2022-12-19,Correctivo,Eléctrica,Baja,Cortocircuito en placa,293.0,L. Quispe,Baja,4.8,Operativo
R00806,EQ-014,2022-12-23,Correctivo,Mecánica,Media,Holgura en soporte,251.73,A. Flores,Media,4.7,Operativo
R00800,EQ-014,2023-02-15,Correctivo,Mecánica,Baja,Desgaste de válvula,314.5,A. Flores,Baja,4.7,En observación
R00781,EQ-014,2023-03-09,Preventivo,—,Programado,Mantenimiento preventivo programado,125.1,J. Ramírez,Baja,0.6,Operativo
R00814,EQ-014,2023-04-11,Correctivo,Sensores,Media,Error de lectura de presión,1011.5,L. Quispe,Media,7.6,En observación
R00817,EQ-014,2023-04-13,Correctivo,Eléctrica,Media,Cortocircuito en placa,501.23,J. Ramírez,Media,3.0,Operativo
R00823,EQ-014,2023-04-17,Correctivo,Mecánica,Media,Obstrucción de circuito,156.9,J. Ramírez,Media,4.4,Operativo
R00782,EQ-014,2023-05-30,Preventivo,—,Programado,Mantenimiento preventivo programado,92.91,M. Torres,Baja,0.5,Operativo
R00801,EQ-014,2023-06-19,Correctivo,Mecánica,Baja,Rotura de manguera,804.18,A. Flores,Baja,2.1,En observación
